city,district,block,source,title,area_m2,total_price_yuan,unit_price_yuan_per_m2,page
Beijing,Haidian,Wanliu,fang,2室1厅锋尚国际公寓,99.0,12990000.0,131212.0,13
Beijing,Haidian,Wanliu,fang,南北通透康桥水郡4室2厅精装修,198.21,24300000.0,122597.0,13
Beijing,Haidian,Wanliu,fang,3室2厅碧水云天2期,144.26,23980000.0,166227.0,13
Beijing,Haidian,Wanliu,fang,3室2厅阳春光华枫树园,126.3,14300000.0,113222.0,13
Beijing,Haidian,Wanliu,fang,3室2厅阳春光华橡树园,137.19,18800000.0,137036.0,13
Beijing,Haidian,Wanliu,fang,万柳书院4室2厅豪华装修,323.47,82000000.0,253501.0,13
Beijing,Haidian,Wanliu,fang,3室2厅碧水云天2期,113.31,16500000.0,145618.0,13
Beijing,Haidian,Wanliu,fang,万柳 康桥水郡 低总价小复式室内大面积 钥匙房 有车位 毛坯,188.85,29500000.0,156208.0,13
Beijing,Haidian,Wanliu,fang,3室2厅万泉新新家园,183.0,25600000.0,139890.0,13
Beijing,Haidian,Wanliu,fang,万柳华府 海园 345平 南北通透 豪装大宅 业主非常诚意,345.0,81000000.0,234782.0,13
Beijing,Haidian,Wanliu,fang,3室2厅碧水云天2期,146.39,19580000.0,133752.0,13
Beijing,Haidian,Wanliu,fang,蜂鸟家园 1室0厅1卫 视野开阔 采光充足,51.68,6450000.0,124806.0,13
Beijing,Haidian,Wanliu,fang,万柳万泉新新家园 三卧室南观景房 远眺佛香阁 四十平客厅,164.7,24800000.0,150576.0,13
Beijing,Haidian,Wanliu,fang,涧桥泊屋3室2厅精装修,162.52,25500000.0,156903.0,13
Beijing,Haidian,Wanliu,fang,5室2厅万泉新新家园,313.0,55000000.0,175718.0,14
Beijing,Haidian,Wanliu,fang,光大花园 3室2厅2卫 格局方正 品质小区,136.99,15800000.0,115336.0,14
Beijing,Haidian,Wanliu,fang,3室2厅碧水云天2期,125.29,17200000.0,137281.0,14
Beijing,Haidian,Wanliu,fang,懋源·璟岳4室2厅豪华装修,163.87,21500000.0,131201.0,14
Beijing,Haidian,Wanliu,fang,4室2厅碧水云天1期,178.28,25680000.0,144043.0,14
Beijing,Haidian,Wanliu,fang,4室2厅万城华府海园,318.63,70000000.0,219690.0,14
Beijing,Haidian,Wanliu,fang,南北通透康桥水郡4室2厅精装修,198.21,24300000.0,122597.0,14
Beijing,Haidian,Wanliu,fang,懋源·璟岳4室2厅豪华装修,163.87,18900000.0,115335.0,14
Beijing,Haidian,Wanliu,fang,怡秀园4室1厅企业推荐房源,121.0,10300000.0,85123.0,14
Beijing,Haidian,Wanliu,fang,南北通透康桥水郡4室2厅精装修,198.21,24300000.0,122597.0,14
Beijing,Haidian,Wanliu,fang,南北通透涧桥泊屋2室1厅精装修,127.2,14500000.0,113993.0,14
Beijing,Haidian,Wanliu,fang,光大花园3室2厅精装修,151.0,14990000.0,99271.0,14
Beijing,Haidian,Wanliu,fang,2室2厅锋尚国际公寓,107.15,12990000.0,121231.0,14
Beijing,Haidian,Wanliu,fang,3室2厅万泉新新家园,171.05,26000000.0,152002.0,14
Beijing,Haidian,Wanliu,fang,正南新起点嘉园4室3厅精装修,212.92,14000000.0,65752.0,14
Beijing,Haidian,Wanliu,fang,万柳书院4室2厅豪华装修,323.47,82000000.0,253501.0,14
Beijing,Haidian,Wanliu,fang,南北通透涧桥泊屋3室2厅精装修,164.33,25500000.0,155175.0,14
Beijing,Haidian,Wanliu,fang,3室2厅万泉新新家园,160.0,26800000.0,167500.0,14
Beijing,Haidian,Wanliu,fang,蜂鸟家园 1室0厅1卫 客厅带阳台 客厅朝南,51.84,5680000.0,109567.0,14
Beijing,Haidian,Wanliu,fang,3室2厅万泉新新家园,171.05,26000000.0,152002.0,14
Beijing,Haidian,Wanliu,fang,光大花园3室2厅精装修,151.0,14990000.0,99271.0,14
Beijing,Haidian,Wanliu,fang,新上 橡树园中间楼 南北稀雀大五室 前后不临街户型方正 急售,188.15,22800000.0,121179.0,14
Beijing,Haidian,Wanliu,fang,4室2厅万泉新新家园,258.0,32800000.0,127131.0,14
Beijing,Haidian,Wanliu,fang,5室3厅万泉新新家园,330.86,53000000.0,160188.0,14
Beijing,Haidian,Wanliu,fang,4室2厅锋尚国际公寓,156.0,21800000.0,139743.0,14
Beijing,Haidian,Wanliu,fang,3室2厅万泉新新家园,183.0,25600000.0,139890.0,14
Beijing,Haidian,Wanliu,fang,万泉新新家园 3室2厅2卫 主卧朝南,182.93,25600000.0,139944.0,14
Beijing,Haidian,Wanliu,fang,碧水云天西区 1室1厅1卫 品质小区 经典实用,58.9,6990000.0,118675.0,14
Beijing,Haidian,Wanliu,fang,南北通透涧桥泊屋3室2厅精装修,164.33,25500000.0,155175.0,14
Beijing,Haidian,Wanliu,fang,新上 橡树园中间楼 南北稀雀大五室 前后不临街户型方正 急售,188.15,22800000.0,121179.0,14
Beijing,Haidian,Wanliu,fang,海淀 西三环 新装修 人车分流社区 3室1厅阳春光华枫树园,131.65,17800000.0,135206.0,14
Beijing,Haidian,Wanliu,fang,锋尚国际公寓 4室2厅2卫 格局方正 经典实用,154.06,21580000.0,140075.0,14
Beijing,Haidian,Wanliu,fang,南北通透涧桥泊屋2室1厅精装修,127.2,14500000.0,113993.0,14
Beijing,Haidian,Wanliu,fang,碧水云天西区 4室2厅2卫 品质小区 客厅朝南,197.63,33000000.0,166978.0,14
Beijing,Haidian,Wanliu,fang,4室1厅锋尚国际公寓,154.32,24800000.0,160705.0,14
Beijing,Haidian,Wanliu,fang,锋尚国际公寓 4室2厅2卫 品质小区 格局方正,154.06,19800000.0,128521.0,14
Beijing,Haidian,Wanliu,fang,3室1厅阳春光华枫树园,131.65,17800000.0,135206.0,14
Beijing,Haidian,Wanliu,fang,万柳书院5室2厅豪华装修,413.63,85000000.0,205497.0,14
Beijing,Haidian,Wanliu,fang,房东已经看好新房 等待有缘人 价格大谈 来电询底价,345.0,81000000.0,234782.0,14
Beijing,Haidian,Wanliu,fang,万柳书院413平豪华五居 东南北向低楼层,413.63,85000000.0,205497.0,14
Beijing,Haidian,Wanliu,fang,南北通透涧桥泊屋3室2厅精装修,156.05,21800000.0,139698.0,14
Beijing,Haidian,Wanliu,fang,3室2厅碧水云天2期,138.75,20880000.0,150486.0,14
Beijing,Haidian,Wanliu,fang,涧桥泊屋3室1厅精装修,114.93,23800000.0,207082.0,14
Beijing,Haidian,Wanliu,fang,3室1厅锋尚国际公寓,148.52,16800000.0,113116.0,14
Beijing,Haidian,Wanliu,fang,万柳书院5室2厅豪华装修,413.63,85000000.0,205497.0,14
Beijing,Haidian,Wanliu,fang,新起点嘉园3室1厅企业推荐房源,109.27,9000000.0,82364.0,14
Beijing,Haidian,Wanliu,fang,4室2厅碧水云天1期,178.28,25680000.0,144043.0,14
Beijing,Haidian,Wanliu,fang,南北通透涧桥泊屋3室2厅精装修,155.76,26500000.0,170133.0,14
Beijing,Haidian,Wanliu,fang,3室2厅锋尚国际公寓,124.0,14680000.0,118387.0,14
Beijing,Haidian,Wanliu,fang,南北通透涧桥泊屋3室2厅精装修,164.33,25500000.0,155175.0,14
Beijing,Haidian,Wanliu,fang,3室2厅锋尚国际公寓,124.0,14680000.0,118387.0,14
Beijing,Haidian,Wanliu,fang,4室2厅碧水云天1期,178.89,30000000.0,167700.0,14
Beijing,Haidian,Wanliu,fang,4室2厅碧水云天1期,178.28,25680000.0,144043.0,14
Beijing,Haidian,Wanliu,fang,3室2厅万泉新新家园,136.83,18500000.0,135204.0,14
Beijing,Haidian,Wanliu,fang,5室2厅万城华府海园,375.4,98000000.0,261054.0,14
Beijing,Haidian,Wanliu,fang,3室2厅阳春光华枫树园,158.3,18000000.0,113708.0,14
Beijing,Haidian,Wanliu,fang,4室2厅万泉新新家园,258.0,32800000.0,127131.0,14
Beijing,Haidian,Wanliu,fang,2室2厅阳春光华枫树园,107.0,11000000.0,102803.0,14
Beijing,Haidian,Wanliu,fang,"超 性价比之神(只要敢出价就敢谈),量身为你打造,圆你安家梦",145.42,22600000.0,155411.0,14
Beijing,Haidian,Wanliu,fang,3室2厅阳春光华枫树园,127.81,14300000.0,111884.0,14
Beijing,Haidian,Wanliu,fang,1室1厅万泉新新家园,55.0,6400000.0,116363.0,15
Beijing,Haidian,Wanliu,fang,3室2厅碧水云天2期,140.04,21500000.0,153527.0,15
Beijing,Haidian,Wanliu,fang,蜂鸟家园 1室1厅1卫 品质小区 格局方正,48.23,6100000.0,126477.0,15
Beijing,Haidian,Wanliu,fang,万柳阳春光华枫树园 东南向精装两居 满五,91.83,9600000.0,104541.0,15
Beijing,Haidian,Wanliu,fang,蜂鸟家园 1室1厅1卫 带飘窗 格局方正,51.68,6500000.0,125773.0,15
Beijing,Haidian,Wanliu,fang,南北通透万柳书院3室1厅精装修,218.38,54000000.0,247275.0,15
Beijing,Haidian,Wanliu,fang,万柳 光大水墨 双卧朝南 精装三居室 保养好 绿茵层,147.01,24000000.0,163254.0,15
Beijing,Haidian,Wanliu,fang,3室2厅万泉新新家园,160.41,27200000.0,169565.0,15
Beijing,Haidian,Wanliu,fang,光大水墨风景 4室2厅3卫 两房朝南 客厅朝南,193.0,56000000.0,290155.0,15
Beijing,Haidian,Wanliu,fang,2室1厅阳春光华枫树园,91.83,9500000.0,103452.0,15
Beijing,Haidian,Wanliu,fang,3室2厅万泉新新家园,163.0,24400000.0,149693.0,15
Beijing,Haidian,Wanliu,fang,万柳书院4室2厅豪华装修,323.47,82000000.0,253501.0,15
Beijing,Haidian,Wanliu,fang,1室1厅万泉新新家园,55.0,6400000.0,116363.0,15
Beijing,Haidian,Wanliu,fang,2室2厅阳春光华枫树园,107.0,11000000.0,102803.0,15
Beijing,Haidian,Wanliu,fang,3室2厅万泉新新家园,183.0,25600000.0,139890.0,15
Beijing,Haidian,Wanliu,fang,万柳 南北三居室 电梯洋房 北向直观万平绿化 有储物间,136.83,18500000.0,135204.0,15
Beijing,Haidian,Wanliu,fang,4室2厅万泉新新家园,237.95,39800000.0,167262.0,15
Beijing,Haidian,Wanliu,fang,康桥水郡2室1厅精装修,117.57,11990000.0,101981.0,15
Beijing,Haidian,Wanliu,fang,新起点嘉园3室2厅精装修,158.05,16880000.0,106801.0,15
Beijing,Haidian,Wanliu,fang,5室3厅万城华府龙园,394.15,100000000.0,253710.0,15
Beijing,Haidian,Wanliu,fang,5室2厅万城华府海园,321.81,85000000.0,264131.0,15
Beijing,Haidian,Wanliu,fang,3室2厅阳春光华枫树园,151.0,20000000.0,132450.0,15
Beijing,Haidian,Wanliu,fang,万柳 临河社区 高层观景 四居室 带270度观景 带2车位,199.4,26500000.0,132898.0,15
Beijing,Haidian,Wanliu,fang,懋源·璟岳4室2厅豪华装修,163.87,18900000.0,115335.0,15
Beijing,Haidian,Wanliu,fang,2室1厅阳春光华枫树园,90.0,11500000.0,127777.0,15
Beijing,Haidian,Wanliu,fang,怡水园3室2厅企业推荐房源,161.0,15250000.0,94720.0,15
Beijing,Haidian,Wanliu,fang,4室2厅万城华府海园,318.63,70000000.0,219690.0,15
Beijing,Haidian,Wanliu,fang,3室2厅阳春光华枫树园,144.0,16000000.0,111111.0,15
Beijing,Haidian,Wanliu,fang,光大花园 4室2厅3卫 格局方正 两房朝南,177.72,19990000.0,112480.0,15
Beijing,Haidian,Wanliu,fang,4室2厅万泉新新家园,218.81,28500000.0,130249.0,15
Beijing,Haidian,Wanliu,fang,3室2厅阳春光华枫树园,127.0,15850000.0,124803.0,15
Beijing,Haidian,Wanliu,fang,4室1厅碧水云天1期,180.02,28000000.0,155538.0,15
Beijing,Haidian,Wanliu,fang,懋源·璟岳4室2厅豪华装修,209.0,25500000.0,122009.0,15
Beijing,Haidian,Wanliu,fang,4室2厅万城华府海园,318.63,70000000.0,219690.0,15
Beijing,Haidian,Wanliu,fang,3室2厅阳春光华橡树园,137.19,18800000.0,137036.0,15
Beijing,Haidian,Wanliu,fang,4室2厅万城华府海园,288.93,75000000.0,259578.0,15
Beijing,Haidian,Wanliu,fang,新上!!业主诚售!!卖掉回老家!带有车位!!看中好谈!!!,178.28,25680000.0,144043.0,15
Beijing,Haidian,Wanliu,fang,光大花园 3室2厅2卫 格局方正 带飘窗,136.99,15580000.0,113730.0,15
Beijing,Haidian,Wanliu,fang,万泉新新家园 6室1厅 286.01平,286.01,37500000.0,131114.0,15
Beijing,Haidian,Wanliu,fang,3室2厅光大水墨风景,147.15,21500000.0,146109.0,15
Beijing,Haidian,Wanliu,fang,5室3厅万泉新新家园,316.0,54000000.0,170886.0,15
Beijing,Haidian,Wanliu,fang,3室2厅阳春光华枫树园,127.81,14300000.0,111884.0,15
Beijing,Haidian,Wanliu,fang,3室2厅碧水云天1期,117.0,15000000.0,128205.0,15
Beijing,Haidian,Wanliu,fang,3室2厅万泉新新家园,171.86,25800000.0,150122.0,15
Beijing,Haidian,Wanliu,fang,光大花园3室2厅精装修,121.0,15800000.0,130578.0,15
Beijing,Haidian,Wanliu,fang,3室1厅锋尚国际公寓,148.52,16800000.0,113116.0,15
Beijing,Haidian,Wanliu,fang,南北通透万柳书院3室1厅精装修,218.38,54000000.0,247275.0,15
Beijing,Haidian,Wanliu,fang,"海淀中关村双地铁万柳书院精装3居,高端大平层经典户型亲自拍摄",275.32,62000000.0,225192.0,15
Beijing,Haidian,Wanliu,fang,新上 橡树园中间楼 南北稀雀大五室 前后不临街户型方正 急售,188.15,22800000.0,121179.0,15
Beijing,Haidian,Wanliu,fang,4室2厅碧水云天1期,178.28,25680000.0,144043.0,15
Beijing,Haidian,Wanliu,fang,4室2厅万泉新新家园,258.0,32800000.0,127131.0,15
Beijing,Haidian,Wanliu,fang,4室2厅万城华府海园,318.63,70000000.0,219690.0,15
Beijing,Haidian,Wanliu,fang,3室2厅阳春光华枫树园,151.0,20000000.0,132450.0,15
Beijing,Haidian,Wanliu,fang,4室2厅万泉新新家园,237.95,43350000.0,182181.0,15
Beijing,Haidian,Wanliu,fang,南北通透康桥水郡2室2厅精装修,127.33,17400000.0,136652.0,15
Beijing,Haidian,Wanliu,fang,4室2厅万泉新新家园,313.7,50500000.0,160981.0,15
Beijing,Haidian,Wanliu,fang,3室2厅万泉新新家园,182.93,26500000.0,144864.0,15
Beijing,Haidian,Wanliu,fang,4室2厅万城华府海园,318.63,70000000.0,219690.0,15
Beijing,Haidian,Wanliu,fang,光大花园2室1厅精装修,93.0,9300000.0,100000.0,16
Beijing,Haidian,Wanliu,fang,位置好 装修好 复式官邸 万城华府海园 玺园 尚园看房随时,318.63,70000000.0,219690.0,16
Beijing,Haidian,Wanliu,fang,1室1厅万泉新新家园,55.0,6400000.0,116363.0,16
Beijing,Haidian,Wanliu,fang,3室2厅碧水云天2期,125.29,17500000.0,139675.0,16
Beijing,Haidian,Wanliu,fang,康桥水郡3室2厅豪华装修,123.0,17800000.0,144715.0,16
Beijing,Haidian,Wanliu,fang,万泉庄【精装、税低】视野开阔、阳光很足、拎包入住、给换房周期,62.3,4300000.0,69020.0,16
Beijing,Haidian,Wanliu,fang,3室2厅光大水墨风景,147.01,24000000.0,163254.0,16
Beijing,Haidian,Wanliu,fang,万泉新新家园 4室2厅2卫 主卧朝南 客厅朝南,218.81,28800000.0,131621.0,16
Beijing,Haidian,Wanliu,fang,涧桥泊屋馆 5室1厅3卫 主卧朝南 客厅朝南,299.43,69000000.0,230437.0,16
Beijing,Haidian,Wanliu,fang,3室1厅碧水云天2期,144.0,18880000.0,131111.0,16
Beijing,Haidian,Wanliu,fang,4室3厅碧水云天2期,199.4,26500000.0,132898.0,16
Beijing,Haidian,Wanliu,fang,涧桥泊屋3室2厅精装修,162.52,25500000.0,156903.0,16
Beijing,Haidian,Wanliu,fang,3室2厅万泉新新家园,160.41,27200000.0,169565.0,16
Beijing,Haidian,Wanliu,fang,4室2厅万城华府海园,317.97,70000000.0,220146.0,16
Beijing,Haidian,Wanliu,fang,4室2厅万泉新新家园,230.01,33990000.0,147776.0,16
Beijing,Haidian,Wanliu,fang,4室3厅碧水云天2期,199.4,26500000.0,132898.0,16
Beijing,Haidian,Wanliu,fang,南北通透涧桥泊屋3室2厅精装修,155.76,26500000.0,170133.0,16
Beijing,Haidian,Wanliu,fang,5室3厅万城华府龙园,395.2,97000000.0,245445.0,16
Beijing,Haidian,Wanliu,fang,3室1厅锋尚国际公寓,148.52,16800000.0,113116.0,16
Beijing,Haidian,Wanliu,fang,4室2厅万城华府海园,288.93,75000000.0,259578.0,16
Beijing,Haidian,Wanliu,fang,2室2厅万城华府龙园,114.59,24000000.0,209442.0,16
Beijing,Haidian,Wanliu,fang,4室2厅万泉新新家园,237.95,39800000.0,167262.0,16
Beijing,Haidian,Wanliu,fang,光大花园1室1厅精装修,76.48,7400000.0,96757.0,16
Beijing,Haidian,Wanliu,fang,万泉二期 眼睛房四居室 带车位 业主自住 看房方便,237.95,39800000.0,167262.0,16
Beijing,Haidian,Wanliu,fang,2室2厅锋尚国际公寓,107.15,12990000.0,121231.0,16
Beijing,Haidian,Wanliu,fang,1室1厅万泉新新家园,55.0,6400000.0,116363.0,16
Beijing,Haidian,Wanliu,fang,4室2厅万城华府海园,345.0,81000000.0,234782.0,16
Beijing,Haidian,Wanliu,fang,4室2厅万城华府海园,318.63,70000000.0,219690.0,16
Beijing,Haidian,Wanliu,fang,南北通透康桥水郡4室2厅精装修,202.0,28000000.0,138613.0,16
Beijing,Haidian,Wanliu,fang,3室1厅锋尚国际公寓,148.52,16800000.0,113116.0,16
Beijing,Haidian,Wanliu,fang,南北通透涧桥泊屋4室2厅,183.08,32000000.0,174786.0,16
Beijing,Haidian,Wanliu,fang,4室2厅万泉新新家园,258.0,32800000.0,127131.0,16
Beijing,Haidian,Wanliu,fang,万柳康桥水郡新装修带两车库满两年只有契税,250.9,45000000.0,179354.0,16
Beijing,Haidian,Wanliu,fang,4室2厅碧水云天2期,181.99,33000000.0,181328.0,16
Beijing,Haidian,Wanliu,fang,康桥水郡2室1厅精装修,117.57,11990000.0,101981.0,16
Beijing,Haidian,Wanliu,fang,南北通透万柳书院3室1厅精装修,218.38,54000000.0,247275.0,16
Beijing,Haidian,Wanliu,fang,5室3厅万城华府龙园,394.15,100000000.0,253710.0,16
Beijing,Haidian,Wanliu,fang,2室1厅阳春光华枫树园,91.83,9500000.0,103452.0,16
Beijing,Haidian,Wanliu,fang,4室2厅阳春光华枫树园,177.0,22900000.0,129378.0,16
Beijing,Haidian,Wanliu,fang,蜂鸟家园 1室1厅1卫 格局方正 品质小区,45.55,5500000.0,120746.0,16
Beijing,Haidian,Wanliu,fang,光大花园 2室2厅1卫 格局方正 经典实用,86.32,9900000.0,114689.0,16
Beijing,Haidian,Wanliu,fang,3室2厅阳春光华枫树园,158.3,18000000.0,113708.0,16
Beijing,Haidian,Wanliu,fang,4室2厅万城华府龙园,307.53,76000000.0,247130.0,16
Beijing,Haidian,Wanliu,fang,涧桥泊屋3室1厅精装修,114.93,23800000.0,207082.0,16
Beijing,Haidian,Wanliu,fang,万泉新新家园 169.6平3居 南北向精装修 自住保养好,169.6,22900000.0,135023.0,16
Beijing,Haidian,Wanliu,fang,3室2厅锋尚国际公寓,124.15,15500000.0,124848.0,16
Beijing,Haidian,Wanliu,fang,"光大水墨三居,带私家庭院,全屋地暖,带车位,户型好,看房随时",147.15,21500000.0,146109.0,16
Beijing,Haidian,Wanliu,fang,涧桥泊屋3室1厅精装修,114.93,23800000.0,207082.0,16
Beijing,Haidian,Wanliu,fang,光大花园 2室2厅1卫 采光充足 繁华地段,93.07,9300000.0,99924.0,16
Beijing,Haidian,Wanliu,fang,光大花园3室2厅精装修,121.0,15800000.0,130578.0,16
Beijing,Haidian,Wanliu,fang,3室1厅万泉新新家园,140.62,12850000.0,91381.0,16
Beijing,Haidian,Wanliu,fang,3室2厅万泉新新家园,183.0,25600000.0,139890.0,16
Beijing,Haidian,Wanliu,fang,5室3厅万城华府龙园,395.2,97000000.0,245445.0,16
Beijing,Haidian,Wanliu,fang,万泉新新家园 3室2厅2卫 格局方正 品质小区,140.62,12850000.0,91381.0,16
Beijing,Haidian,Wanliu,fang,4室2厅万泉新新家园,218.81,28500000.0,130249.0,16
Beijing,Haidian,Wanliu,fang,6室3厅万泉新新家园,286.72,38000000.0,132533.0,16
Beijing,Haidian,Wanliu,fang,2室2厅万城华府龙园,114.59,24000000.0,209442.0,16
Beijing,Haidian,Wanliu,fang,南北通透康桥水郡4室2厅精装修,202.0,28000000.0,138613.0,16
Beijing,Haidian,Wanliu,fang,5室3厅万城华府龙园,394.15,100000000.0,253710.0,16
Beijing,Haidian,Wanliu,fang,万柳书院413平豪华五居 东南北向满五住宅,413.63,85000000.0,205497.0,17
Beijing,Haidian,Wanliu,fang,光大花园 3室2厅2卫 格局方正 品质小区,136.99,15800000.0,115336.0,17
Beijing,Haidian,Wanliu,fang,"海淀双地铁万柳万泉新家园精装3居,高端大平层经典户型亲自拍摄",136.83,18500000.0,135204.0,17
Beijing,Haidian,Wanliu,fang,正南蜂鸟社区1室1厅,47.28,6450000.0,136421.0,17
Beijing,Haidian,Wanliu,fang,4室2厅碧水云天2期,181.99,33000000.0,181328.0,17
Beijing,Haidian,Wanliu,fang,3室2厅万泉新新家园,160.0,26800000.0,167500.0,17
Beijing,Haidian,Wanliu,fang,2室1厅阳春光华枫树园,90.0,11500000.0,127777.0,17
Beijing,Haidian,Wanliu,fang,"小区孤品,带产权车位,房东旅居国外处置国内资产!!看房提前约",171.68,25800000.0,150279.0,17
Beijing,Haidian,Wanliu,fang,怡水园3室2厅企业推荐房源,161.0,15250000.0,94720.0,17
Beijing,Haidian,Wanliu,fang,5室3厅万城华府龙园,394.15,100000000.0,253710.0,17
Beijing,Haidian,Wanliu,fang,3室2厅阳春光华枫树园,151.0,16600000.0,109933.0,17
Beijing,Haidian,Wanliu,fang,3室2厅碧水云天2期,113.31,16500000.0,145618.0,17
Beijing,Haidian,Wanliu,fang,2室2厅万城华府龙园,114.59,24000000.0,209442.0,17
Beijing,Haidian,Wanliu,fang,南北通透涧桥泊屋3室2厅精装修,156.05,21800000.0,139698.0,17
Beijing,Haidian,Wanliu,fang,4室2厅碧水云天2期,181.99,33000000.0,181328.0,17
Beijing,Haidian,Wanliu,fang,4室2厅万泉新新家园,237.95,39800000.0,167262.0,17
Beijing,Haidian,Wanliu,fang,2室2厅万城华府龙园,114.59,24000000.0,209442.0,17
Beijing,Haidian,Wanliu,fang,3室2厅碧水云天2期,125.29,17500000.0,139675.0,17
Beijing,Haidian,Wanliu,fang,万柳 碧水云天 中高屋观园区绿化 不临街 位置安静,60.32,8900000.0,147546.0,17
Beijing,Haidian,Wanliu,fang,2室1厅锋尚国际公寓,99.0,12990000.0,131212.0,17
Beijing,Haidian,Wanliu,fang,4室2厅万城华府海园,288.93,75000000.0,259578.0,17
Beijing,Haidian,Wanliu,fang,5室3厅万泉新新家园,330.86,53000000.0,160188.0,17
Beijing,Haidian,Wanliu,fang,懋源·璟岳4室2厅豪华装修,209.88,26990000.0,128597.0,17
Beijing,Haidian,Wanliu,fang,4室2厅万城华府海园,318.63,70000000.0,219690.0,17
Beijing,Haidian,Wanliu,fang,3室2厅碧水云天2期,140.04,21500000.0,153527.0,17
Beijing,Haidian,Wanliu,fang,光大花园3室2厅精装修,151.0,14990000.0,99271.0,17
Beijing,Haidian,Wanliu,fang,3室2厅碧水云天2期,140.04,21500000.0,153527.0,17
Beijing,Haidian,Wanliu,fang,蜂鸟社区1室1厅精装修,78.16,7990000.0,102226.0,17
Beijing,Haidian,Wanliu,fang,"光大花园,上下两层,精装修",214.35,18990000.0,88593.0,17
Beijing,Haidian,Wanliu,fang,5室3厅万城华府龙园,394.15,100000000.0,253710.0,17
Beijing,Haidian,Wanliu,fang,蜂鸟家园 1室1厅1卫 经典实用 品质小区,51.68,5800000.0,112229.0,17
Beijing,Haidian,Wanliu,fang,4室2厅万泉新新家园,258.0,32800000.0,127131.0,17
Beijing,Haidian,Wanliu,fang,怡秀园4室1厅企业推荐房源,121.0,10300000.0,85123.0,17
Beijing,Haidian,Wanliu,fang,碧水云天西区 4室2厅2卫 品质小区 客厅朝南,197.63,33000000.0,166978.0,17
Beijing,Haidian,Wanliu,fang,"海淀双地铁万柳万泉新家园精装4居,高端大平层经典户型亲自拍摄",218.81,28500000.0,130249.0,17
Beijing,Haidian,Wanliu,fang,5室2厅万城华府海园,321.81,85000000.0,264131.0,17
Beijing,Haidian,Wanliu,fang,3室2厅阳春光华枫树园,127.81,14300000.0,111884.0,17
Beijing,Haidian,Wanliu,fang,3室2厅阳春光华枫树园,151.0,16600000.0,109933.0,17
Beijing,Haidian,Wanliu,fang,涧桥泊屋馆 3室2厅2卫 格局方正 品质小区,162.52,26800000.0,164902.0,17
Beijing,Haidian,Wanliu,fang,3室2厅阳春光华枫树园,127.81,14300000.0,111884.0,17
Beijing,Haidian,Wanliu,fang,4室2厅万泉新新家园,200.05,29800000.0,148962.0,17
Beijing,Haidian,Wanliu,fang,锋尚国际公寓 3室2厅2卫 两房朝南 品质小区,139.88,18880000.0,134972.0,17
Beijing,Haidian,Wanliu,fang,万柳万泉一层带南花园 满五年税费少 带车位 位置好,200.05,29800000.0,148962.0,17
Beijing,Haidian,Wanliu,fang,3室2厅阳春光华枫树园,127.0,15850000.0,124803.0,17
Beijing,Haidian,Wanliu,fang,锋尚国际公寓 4室2厅2卫 主卧朝南 视野开阔,155.33,22900000.0,147428.0,17
Beijing,Haidian,Wanliu,fang,蜂鸟社区 1室 精装修,44.17,6200000.0,140366.0,17
Beijing,Haidian,Wanliu,fang,3室2厅碧水云天1期,148.55,24000000.0,161561.0,17
Beijing,Haidian,Wanliu,fang,碧水云天西区 3室2厅2卫 经典实用 格局方正,167.38,29000000.0,173258.0,17
Beijing,Haidian,Wanliu,fang,锋尚国际公寓 3室2厅3卫 品质小区 格局方正,202.76,20000000.0,98638.0,17
Beijing,Haidian,Wanliu,fang,3室2厅阳春光华枫树园,144.0,16000000.0,111111.0,17
Beijing,Haidian,Wanliu,fang,3室2厅万泉新新家园,176.4,23800000.0,134920.0,17
Beijing,Haidian,Wanliu,fang,3室2厅阳春光华枫树园,142.54,15500000.0,108741.0,17
Beijing,Haidian,Wanliu,fang,万泉新新家园 3室2厅2卫 主卧朝南 格局方正,169.65,22900000.0,134983.0,17
Beijing,Haidian,Wanliu,fang,碧水云天东区 3室2厅2卫 两房朝南 客厅带阳台,137.34,19500000.0,141983.0,17
Beijing,Haidian,Wanliu,fang,3室2厅万泉新新家园,160.0,26800000.0,167500.0,17
Beijing,Haidian,Wanliu,fang,2室2厅锋尚国际公寓,107.15,12990000.0,121231.0,17
Beijing,Haidian,Wanliu,fang,4室2厅碧水云天1期,178.89,30000000.0,167700.0,17
Beijing,Haidian,Wanliu,fang,3室2厅阳春光华枫树园,136.62,14780000.0,108183.0,17
Beijing,Haidian,Wanliu,fang,海淀西三环 万柳商圈 板楼社区 新小区涧桥泊屋2室2厅精装修,121.49,16500000.0,135813.0,17
Beijing,Haidian,Wanliu,fang,光大花园 3室2厅2卫 格局方正 品质小区,136.99,15800000.0,115336.0,18
Beijing,Haidian,Wanliu,fang,3室2厅万泉新新家园,160.0,26800000.0,167500.0,18
Beijing,Haidian,Wanliu,fang,3室2厅碧水云天1期,137.4,19500000.0,141921.0,18
Beijing,Haidian,Wanliu,fang,3室2厅碧水云天2期,125.29,17200000.0,137281.0,18
Beijing,Haidian,Wanliu,fang,2室1厅阳春光华枫树园,91.83,9500000.0,103452.0,18
Beijing,Haidian,Wanliu,fang,3室1厅碧水云天2期,144.0,18880000.0,131111.0,18
Beijing,Haidian,Wanliu,fang,3室2厅碧水云天2期,144.26,23980000.0,166227.0,18
